,dia,isbn,PNL,Titulo,Autor,Chancela,pvp,pvp_livro_do_dia,desconto_livrdia_perc,Participant_Name,stand
3507,2021-09-01,9789728645632,,O Romper Das Ondas,Rui Herbon,Parceria Am Pereira,14.9,8.94,40.0,Vasp Premium,A46
3508,2021-08-29,9789896686529,,O Rumor,Lesley Kara,Topseller,17.69,10.61,40.02261164499718,20|20 Editora,D64
3509,2021-08-26,9789899003996,,O Sabor Dos Teus Lábios,Sílvia Cruz,Cordel D Prata,15.0,12.0,20.0,Cordel D’prata,B23
3510,2021-08-30,507550129065,,O Sacristão Romântico De Rano,Augusto Strindberg,&Etc,14.0,8.4,40.0,Livraria Letra Livre,D21
3511,2021-09-02,9789899943858,✅,O Salão Vermelho,August Strindberg,E-Primatur,19.9,11.0,44.723618090452256,E-Primatur & Bookbuilders,D66
3512,2021-08-31,9789895442911,,O Sangue A Ranger,Rui Caeiro,Maldoror,22.0,13.2,40.0,Livraria Letra Livre,D21
3513,2021-09-09,9789896715892,✅,O Século Xx Português,"Fernando Rosas, Francisco Louçã, João Teixeira Lopes, Andrea Peniche, Luís Trindade, Miguel Cardina",Tinta-Da-China,22.9,18.25,20.30567685589519,Tinta-Da-China,C16
3514,2021-09-05,9789898917874,,O Segredo Das Safiras,Dinah Jefferies,Topseller,19.99,12.0,39.969984992496244,20|20 Editora,C27
3515,2021-08-30,9789720043931,,O Segredo De Compostela,Alberto S. Santos,Porto Editora,18.8,9.4,50.0,Porto Editora,B16
3516,2021-09-04,9789720043931,,O Segredo De Compostela,Alberto S. Santos,Porto Editora,18.8,9.4,50.0,Porto Editora,B16
3517,2021-09-09,9789720043931,,O Segredo De Compostela,Alberto S. Santos,Porto Editora,18.8,9.4,50.0,Porto Editora,B16
3518,2021-08-31,9789722530163,,O Segredo Mais Bem Guardado,Jeffrey Archer,Bertrand,17.7,8.85,50.0,Bertrand Editora,A29
3519,2021-09-08,9789896162085,,O Setimo Selo,"Santos, Jose Rodrigues Dos",Gradiva,22.21,13.33,39.981990094552,Gradiva,B64
3520,2021-08-31,9789898761507,,O Seu Bebé Dos 0 Aos 3 Anos,Candice Kornberg,4estações,15.8,9.49,39.936708860759495,4estações Editora,A71
3521,2021-08-26,9789896688158,,O Silencieiro,Antonio Di Benedetto,Cavalo De Ferro,14.39,8.64,39.9583043780403,20|20 Editora,D52
3522,2021-08-31,9789722520140,,O Símbolo Perdido,Dan Brown,Bertrand,19.9,9.95,50.0,Bertrand Editora,B04
3523,2021-09-05,9789897079856,,O Sinal Da Cruz (Glenn Cooper),Glenn Cooper,Topseller,19.99,12.0,39.969984992496244,20|20 Editora,D64
3524,2021-08-26,9789899914179,,O Sobressalto Grego,Pedro Caldeira Rodrigues,Arranha-Céus,15.0,9.0,40.0,Abysmo | Arranha-Céus,D39
3525,2021-08-31,9789722364041,,O Sol Também É Uma Estrela,Nicola Yoon,Editorial Presença,15.9,7.95,50.0,Editorial Presença,A81
3526,2021-08-27,9788496788589,,O Sonho De Xelá,,Oqo Editora,14.5,11.0,24.137931034482758,Estúdio Didáctico – Edinok,D01
3527,2021-09-04,9789725649190,✅,O Sonho Do Celta,Mario Vargas Llosa,Quetzal,18.8,9.4,50.0,Bertrand Editora,A41
3528,2021-09-06,9789895401802,✅,O Sono Desliza Perfumado,Jorge Silva,Arranha-Céus,35.0,20.0,42.857142857142854,Abysmo | Arranha-Céus,D39
3529,2021-08-30,9789897224232,,O Tango,Jorge Luis Borges,Quetzal,15.5,7.75,50.0,Bertrand Editora,B14
3530,2021-09-01,9789726083252,,O Tango De Satanás,,Antígona,17.5,10.5,40.0,Antígona,A42
3531,2021-08-28,9789722361668,✅,O Tatuador De Auschwitz,Heather Morris,Editorial Presença,16.5,8.25,50.0,Editorial Presença,A79
3532,2021-09-08,9789896268459,✅,"O Terrível, A Grande Biografia De Afonso De Albuquerque",José Manuel Garcia,A Esfera Dos Livros,29.9,17.94,39.99999999999999,Vasp Premium,A46
3533,2021-09-05,9789897226212,✅,O Terrorista Elegante E Outras Histórias,José Eduardo Agualusa,Quetzal,16.6,8.3,50.0,Bertrand Editora,A37
3534,2021-08-26,9789729288623,,O Tesouro Da Infância,Fernando Cardoso,Editora Portugalmundo,15.0,9.0,40.0,Lello Editores,A11
3535,2021-08-28,9789729288623,,O Tesouro Da Infância,Fernando Cardoso,Editora Portugalmundo,15.0,9.0,40.0,Lello Editores,A11
3536,2021-08-30,9789729288623,,O Tesouro Da Infância,Fernando Cardoso,Editora Portugalmundo,15.0,9.0,40.0,Lello Editores,A11
3537,2021-09-01,9789729288623,,O Tesouro Da Infância,Fernando Cardoso,Editora Portugalmundo,15.0,9.0,40.0,Lello Editores,A11
3538,2021-09-03,9789729288623,,O Tesouro Da Infância,Fernando Cardoso,Editora Portugalmundo,15.0,9.0,40.0,Lello Editores,A11
3539,2021-09-05,9789729288623,,O Tesouro Da Infância,Fernando Cardoso,Editora Portugalmundo,15.0,9.0,40.0,Lello Editores,A11
3540,2021-09-07,9789729288623,,O Tesouro Da Infância,Fernando Cardoso,Editora Portugalmundo,15.0,9.0,40.0,Lello Editores,A11
3541,2021-09-09,9789729288623,,O Tesouro Da Infância,Fernando Cardoso,Editora Portugalmundo,15.0,9.0,40.0,Lello Editores,A11
3542,2021-09-11,9789729288623,,O Tesouro Da Infância,Fernando Cardoso,Editora Portugalmundo,15.0,9.0,40.0,Lello Editores,A11
3543,2021-09-11,9789896731402,,O Tesouro Escondido,José Tolentino Mendonça,Paulinas Editora,10.5,6.3,40.0,Paulinas Editora,B40
3544,2021-09-09,9798511229973,,O Teu Caminho,Luís Ferreira,Ego Editora,12.0,11.0,8.333333333333332,Ego Editora,D08
3545,2021-09-06,9789896653217,,O Teu Rosto Amanhã - Febre E Lança,Javier Marías,Alfaguara (Prh),20.5,12.3,40.0,Penguin Random House,A115
3546,2021-09-10,9789897074585,✅,O Tigre Que Veio Para O Chá,Judith Kerr,Fábula,14.39,8.64,39.9583043780403,20|20 Editora,D54
3547,2021-08-26,9788496573413,,O Tom Ratao E A Rata Tomasa,,Oqo Editora,13.5,10.0,25.925925925925924,Estúdio Didáctico – Edinok,D01
3548,2021-08-27,9789722536233,,O Trono De César,Steven Saylor,Bertrand,17.7,8.85,50.0,Bertrand Editora,B04
3549,2021-08-27,9789720044914,,O Último Cabalista De Lisboa,Richard Zimler,Porto Editora,15.5,7.75,50.0,Porto Editora,B16
3550,2021-09-02,9789720044914,,O Último Cabalista De Lisboa,Richard Zimler,Porto Editora,15.5,7.75,50.0,Porto Editora,B16
3551,2021-09-07,9789720044914,,O Último Cabalista De Lisboa,Richard Zimler,Porto Editora,15.5,7.75,50.0,Porto Editora,B16
3552,2021-09-12,9789720044914,,O Último Cabalista De Lisboa,Richard Zimler,Porto Editora,15.5,7.75,50.0,Porto Editora,B16
3553,2021-09-02,9788498711981,,O Último Canto (Port),,Oqo Editora,14.0,10.5,25.0,Estúdio Didáctico – Edinok,D01
3554,2021-09-02,9789899958371,,O Último Dia Da Terranova,Manuel Rivas,Faktoria K De Livros,17.0,10.2,40.0,Kalandraka,C15
3555,2021-09-12,9789898907189,,O Último Fôlego,Robert Bryndza,Alma Dos Livros,17.45,10.48,39.94269340974211,Alma Dos Livros,A34
3556,2021-08-27,9789898688255,,O Último Rosto De Caravaggio,Rui Vieira,Abysmo,15.0,8.0,46.666666666666664,Abysmo | Arranha-Céus,D39
3557,2021-09-05,9789896164461,,O Último Segredo,"Santos, Jose Rodrigues Dos",Gradiva,22.0,13.2,40.0,Gradiva,B64
3558,2021-09-04,9789892405186,,O Universo - Descobre O Teu Mundo,Euroimpala Books,Euroimpalabooks,13.9,6.95,50.0,Vasp Premium,A46
3559,2021-09-06,9789896445447,,O Valor De Tudo,Mariana Mazzucato,Temas E Debates,19.9,9.95,50.0,Bertrand Editora,B20
3560,2021-08-30,9789723829129,✅,O Velho E O Mar,Ernest Hemingway,Livros Do Brasil,12.2,6.1,50.0,Porto Editora,A47
3561,2021-09-04,9789723829129,✅,O Velho E O Mar,Ernest Hemingway,Livros Do Brasil,12.2,6.1,50.0,Porto Editora,A47
3562,2021-09-09,9789723829129,✅,O Velho E O Mar,Ernest Hemingway,Livros Do Brasil,12.2,6.1,50.0,Porto Editora,A47
3563,2021-08-30,9789898853264,,O Verdadeiro Plano,Cameron Alborzian,Self Editora,17.97,8.98,50.027824151363376,Self Editora,C19
3564,2021-09-08,9789898853264,,O Verdadeiro Plano,Cameron Alborzian,Self Editora,17.97,8.98,50.027824151363376,Self Editora,C19
3565,2021-09-05,9789896411152,,O Vermelho E O Negro,Stendhal,Relógio D’água Editores,24.23,14.0,42.22038794882377,Relógio D’água Editores,A127
3566,2021-09-12,9789728645717,,O Vicio Em Lisboa,Fernando Schwalbach,Parceria Am Pereira,15.9,9.54,40.00000000000001,Vasp Premium,A46
3567,2021-09-07,9789896686079,,O Zen E A Arte Da Escrita,Ray Bradbury,Cavalo De Ferro,14.3,8.58,40.0,20|20 Editora,D52
3568,2021-09-09,9789725404621,,Obesidade Infantil,Margarida Lourenço,Universidade Católica Editora,16.6,4.98,70.0,Universidade Católica Editora,B80
3569,2021-08-28,9789896714918,,Oblomov (Bolso),Ivan Gontcharov,Tinta-Da-China,16.9,10.44,38.22485207100591,Tinta-Da-China,C16
3570,2021-09-10,9789895483181,,Obra (Re)Encontrada,António Aragão,Edições Do Saguão,19.5,15.6,20.0,Saguão | Dois Dias | Ymago,C53
3571,2021-09-11,9789896418427,✅,Obra Completa,Arthur Rimbaud,Relógio D’água Editores,34.0,20.0,41.17647058823529,Relógio D’água Editores,A70
3572,2021-09-08,9789898268297,,Obra Escrita. Volume 2,João César Monteiro,Letra Livre,26.0,15.6,40.0,Livraria Letra Livre,D21
3573,2021-09-10,9789898268389,,Obra Escrita. Volume 3,João César Monteiro,Letra Livre,20.0,12.0,40.0,Livraria Letra Livre,D21
3574,2021-08-26,9789723718249,✅,Obra Poética,Sophia De Mello Breyner Andresen,Assírio & Alvim,49.0,24.5,50.0,Porto Editora,A43
3575,2021-09-03,9789723718249,✅,Obra Poética,Sophia De Mello Breyner Andresen,Assírio & Alvim,49.0,24.5,50.0,Porto Editora,A43
3576,2021-09-08,9789723718249,✅,Obra Poética,Sophia De Mello Breyner Andresen,Assírio & Alvim,49.0,24.5,50.0,Porto Editora,A43
3577,2021-09-11,9789723718249,✅,Obra Poética,Sophia De Mello Breyner Andresen,Assírio & Alvim,49.0,24.5,50.0,Porto Editora,A43
3578,2021-08-29,9789723721126,✅,Obra Poética,David Mourão-Ferreira,Assírio & Alvim,44.0,22.0,50.0,Porto Editora,A43
3579,2021-09-01,9789723721126,✅,Obra Poética,David Mourão-Ferreira,Assírio & Alvim,44.0,22.0,50.0,Porto Editora,A43
3580,2021-09-06,9789723721126,✅,Obra Poética,David Mourão-Ferreira,Assírio & Alvim,44.0,22.0,50.0,Porto Editora,A43
3581,2021-09-01,9789898881069,✅,Obra Reunida,Manuel De Lima,Ponto De Fuga,24.4,12.2,50.0,Ponto De Fuga / Pim! / Edições,A15
3582,2021-09-10,9789898881069,✅,Obra Reunida,Manuel De Lima,Ponto De Fuga,24.4,12.2,50.0,Ponto De Fuga / Pim! / Edições,A15
3583,2021-08-28,9789898866219,,Obras Completas De Maria Judite De Carvalho Vol. I,Maria Judite De Carvalho,Minotauro,15.9,9.54,40.00000000000001,Grupo Almedina,B68
3584,2021-09-03,9789899971523,✅,Obras Completas I - Ficção,Mário-Henrique Leiria,E-Primatur,24.9,14.0,43.77510040160642,E-Primatur & Bookbuilders,D66
3585,2021-09-09,9789898872166,✅,Obras Completas Ii. Poesia,Mário-Henrique Leiria,E-Primatur,24.9,14.0,43.77510040160642,E-Primatur & Bookbuilders,D66
3586,2021-09-03,9789728645847,,"Obras De Fernando Pessoa Volume 2,  Cadernos,  Diários E Escrita Automática",Nuno Hipólito,Parceria Am Pereira,9.9,5.94,40.0,Vasp Premium,A46
3587,2021-09-05,9789728645847,,"Obras De Fernando Pessoa Volume 2,  Cadernos,  Diários E Escrita Automática",Nuno Hipólito,Parceria Am Pereira,9.9,5.94,40.0,Vasp Premium,A46
3588,2021-09-07,9789728645854,,Obras De Fernando Pessoa Volume 3 - Quadras,Nuno Hipólito,Parceria Am Pereira,9.9,5.94,40.0,Vasp Premium,A46
3589,2021-09-10,5604352040452,,Obras Póstumas,"Kardec, Allan",Livro De Vida,19.9,11.94,40.0,Clássica Editora,A53
3590,2021-08-28,9788592453268,,Observações Outonais,Rosangela De Souza Goldoni,Editora Somar,4.8,3.6,24.999999999999993,Rede Sem Fronteiras,D51
3591,2021-08-29,9788592453268,,Observações Outonais,Rosangela De Souza Goldoni,Editora Somar,4.8,3.6,24.999999999999993,Rede Sem Fronteiras,D51
3592,2021-08-30,9788592453268,,Observações Outonais,Rosangela De Souza Goldoni,Editora Somar,4.8,3.6,24.999999999999993,Rede Sem Fronteiras,D51
3593,2021-08-31,9788592453268,,Observações Outonais,Rosangela De Souza Goldoni,Editora Somar,4.8,3.6,24.999999999999993,Rede Sem Fronteiras,D51
3594,2021-09-11,9789727932238,,Octocuecas,Susy Senior,Minutos De Leitura,12.3,7.35,40.243902439024396,Minutos De Leitura,B01
3595,2021-08-27,9789895486854,,Ode Menina,Nuno Brito,Editora Exclamação,14.9,11.92,20.0,Livros De Bordo,D35
3596,2021-09-05,9789895486854,,Ode Menina,Nuno Brito,Editora Exclamação,14.9,11.92,20.0,Livros De Bordo,D35
3597,2021-09-06,9789895486854,,Ode Menina,Nuno Brito,Editora Exclamação,14.9,11.92,20.0,Livros De Bordo,D35
3598,2021-09-10,9789895486854,,Ode Menina,Nuno Brito,Editora Exclamação,14.9,11.92,20.0,Livros De Bordo,D35
3599,2021-09-11,5603121001267,,Oficio  De Patrão,"Schreiber, Jean Louis Servan",Editorial Inquérito,16.85,10.11,40.00000000000001,Clássica Editora,A53
3600,2021-08-31,9789898688484,,Oi?,Luís Brito,Abysmo,14.0,8.0,42.857142857142854,Abysmo | Arranha-Céus,D39
3601,2021-09-02,9789896687540,,"Olá, Farol!",Sophie Blackall,Fábula,15.49,9.3,39.96126533247256,20|20 Editora,D54
3602,2021-09-07,9789898857378,,Olha E Conta - Contos Clássicos,Stuart Lynch,Jacarandá Editora,9.95,5.0,49.74874371859296,Editorial Presença,B52
3603,2021-09-04,9789898895639,✅,"Olhar, Tocar, Sentir",Aavv,Jacarandá Editora,11.9,5.95,50.0,Editorial Presença,B50
3604,2021-08-29,9788498711110,,Olharapo,,Oqo Editora,14.0,10.5,25.0,Estúdio Didáctico – Edinok,D01
3605,2021-09-04,9789898886026,,Onde Cantam Os Grilos,Maria Isaac,Cultura,17.5,8.75,50.0,Cultura Editora,A24
3606,2021-09-11,9789722315937,,Onde Esta O Bolinha?,Eric Hill,Editorial Presença,10.95,5.5,49.77168949771689,Editorial Presença,B54
3607,2021-09-05,9789722362085,,Onde Está O Unicórnio?,"Sophie Schrey, Jonny Mark, Paul Moran, Simon Ecob, Wan",Editorial Presença,10.9,5.45,50.0,Editorial Presença,B56
3608,2021-08-28,9789722351317,,Onde Esta O Wally?,Martin Handford,Editorial Presença,12.9,6.45,50.0,Editorial Presença,B56
3609,2021-09-01,9789722357906,,Onde Está O Wally? No Espaço Sideral,Martin Handford,Editorial Presença,9.9,4.95,50.0,Editorial Presença,B56
3610,2021-09-04,9789898205315,✅,Onde Vivem Os Monstros,Maurice Sendak,Kalandraka,14.5,8.7,40.0,Kalandraka,C15
3611,2021-09-07,9780143105022,,One Flew Over The Cuckoo's Nest,Ken Kesey,Penguin Usa,19.25,11.55,40.0,Fnac,A05
3612,2021-09-04,5604352030040,,"Onze Leis Da Felicidade, As","Vigeant, Yolande",Livro De Vida,16.9,10.14,39.99999999999999,Clássica Editora,A53
3613,2021-08-27,9789896896591,,Operação “Viragem Histórica” 2.ª Edi.,Carlos Almada Contreiras,Edições Colibri,25.0,12.0,52.0,Edições Colibri,A30
3614,2021-08-30,9789895490912,,Opereta/História,Witold Gombrowicz,Artistas Unidos/Snob,7.0,5.6,20.000000000000004,Livros De Bordo,D35
3615,2021-09-02,9789895490912,,Opereta/História,Witold Gombrowicz,Artistas Unidos/Snob,7.0,5.6,20.000000000000004,Livros De Bordo,D35
3616,2021-09-10,9789895490912,,Opereta/História,Witold Gombrowicz,Artistas Unidos/Snob,7.0,5.6,20.000000000000004,Livros De Bordo,D35
3617,2021-08-26,5604352081202,,Oração Para Todos Os Dias Do Ano,,Livro De Vida,18.9,11.34,40.0,Clássica Editora,A53
3618,2021-08-27,9789899015630,,Oráculo De Coração Para Coração,Cláudia Martinho,Edições Esgotadas,20.0,16.0,20.0,Editora Edições Esgotadas,B43
3619,2021-09-03,9789898864857,,Oráculo Do Espírito Dos Animais,Colette Baron-Reid,Farol,24.99,15.0,39.97599039615846,20|20 Editora,C25
3620,2021-09-05,9789898873736,,Oráculo Dos Seus Guias Espirituais,Sofia Rito,Nascente,24.99,15.0,39.97599039615846,20|20 Editora,C23
3621,2021-08-27,9789896685744,,Oráculo Lunar,Caroline Smith E John Astrop,Farol,24.99,15.0,39.97599039615846,20|20 Editora,C25
3622,2021-09-04,9789898864840,,Oráculo Mágico Dos Anjos,Joana Barradas,Farol,24.99,15.0,39.97599039615846,20|20 Editora,C25
3623,2021-09-10,9789722414333,,Ordens Religiosas Em Portugal - Das Origens A Trento,Vàrios,Livros Horizonte,39.5,23.7,40.0,Livros Horizonte,A87
3624,2021-09-06,9789728781835,✅,Orelhas De Borboleta,Luisa Aguilar,Kalandraka,12.5,7.5,40.0,Kalandraka,C15
3625,2021-08-30,9789896685836,,Órfã Monstro Espia,Matt Killeen,Topseller,18.79,11.28,39.96806812134114,20|20 Editora,D62
3626,2021-08-29,9789899015340,,Orfeu Sem Mim,Dionísio Vila Maior,Edições Esgotadas,15.0,12.0,20.0,Editora Edições Esgotadas,B43
3627,2021-09-04,9789722352291,,Orgulho E Preconceito,Jane Austen,Editorial Presença,18.9,9.45,50.0,Editorial Presença,A77
3628,2021-08-26,9789897022982,✅,Orgulho E Preconceito,Jane Austen,"Guerra E Paz, Editores",18.0,10.8,40.0,Guerra E Paz  Editores,A50
3629,2021-09-10,9789897022982,✅,Orgulho E Preconceito,Jane Austen,"Guerra E Paz, Editores",18.0,10.8,40.0,Guerra E Paz  Editores,A50
3630,2021-09-07,9789896413231,,Orgulho E Preconceito,Jane Austen,Relógio D’água Editores,18.5,11.0,40.54054054054054,Relógio D’água Editores,A129
3631,2021-08-28,9789722534208,,Origem,Dan Brown,Bertrand,22.9,11.45,50.0,Bertrand Editora,A27
3632,,9789896416065,,Orlando,Virginia Woolf,Relógio D’água Editores,7.5,4.0,46.666666666666664,Relógio D’água Editores,A72
3633,2021-09-03,9789896686291,,Orlando: Uma Biografia (Virginia Woolf),Virginia Woolf,Cavalo De Ferro,16.99,10.2,39.96468510888758,20|20 Editora,D52
3634,2021-09-11,9726722160,,Ornitologia De Angola,"Pinto, A. A. Da Rosa",Instituto De Investigação Científica Tropical,50.0,30.0,40.0,Imprensa Universidade Lisboa,D49
3635,2021-08-26,9789896221492,,Ortodoxia,G. K. Chesterton,Alêtheia Editores,16.0,9.6,40.0,Alêtheia Editores,D72
3636,2021-09-12,9789895471720,,Os 10 Mandamentos De Uma Mãe Imperfeita ( 2a Edição ),Carmen Garcia,Ego Editora,13.9,8.0,42.44604316546763,Ego Editora,D08
3637,2021-09-05,9789899978799,,Os 5 Ladrões Da Felicidade,John Izzo,Bookout,14.9,8.94,40.0,Vasp Premium,A46
3638,2021-09-11,9789896165550,,Os 7 Hábitos Das Pessoas Altamente Eficazes,"Covey, Stephen R.",Gradiva,19.8,11.88,40.0,Gradiva,B66
3639,2021-08-26,9789898868589,✅,Os Adultos? Nunca!,,Orfeu Mini,14.0,9.8,29.999999999999993,Orfeu Negro | Pato Lógico,A38
3640,2021-08-29,9789895314638,,Os Amantes De Platão,Bruno Fidalgo De Sousa,The Poets And Dragons Society,10.0,8.0,20.0,The Poets And Dragon Society,B45
3641,2021-08-29,9789898827821,,Os Animais De Estimaçao,"Amandine Notaert, Christophe Boncens",Jacarandá Editora,9.9,4.95,50.0,Editorial Presença,B50
3642,2021-08-27,9789897110740,,Os Anos,Annie Ernaux,Livros Do Brasil,16.6,8.3,50.0,Porto Editora,A47
3643,2021-09-02,9789897110740,,Os Anos,Annie Ernaux,Livros Do Brasil,16.6,8.3,50.0,Porto Editora,A47
3644,2021-09-07,9789897110740,,Os Anos,Annie Ernaux,Livros Do Brasil,16.6,8.3,50.0,Porto Editora,A47
3645,2021-09-12,9789897110740,,Os Anos,Annie Ernaux,Livros Do Brasil,16.6,8.3,50.0,Porto Editora,A47
3646,2021-09-01,9789895467839,,Os Aristocratas,Ireneu Vaz,Nimba Edições,14.99,11.99,20.0133422281521,Nimba Edições,C20
3647,2021-09-11,9789898979001,,Os Bons Rapazes Que Conquistaram A Europa Do Futsal,Miguel Henriques,Federação Portuguesa De Futebol,15.5,7.75,50.0,Cultura Editora,A24
3648,2021-08-31,9789899722873,,Os Caes De Tessalonica,Kjell Askildsen,Ahab,11.0,6.6,40.0,Livraria Letra Livre,D21
3649,2021-08-27,9789896229979,,Os Cantos,Maria Filomena Mónica,Alêtheia Editores,16.0,9.6,40.0,Alêtheia Editores,D72
3650,2021-09-08,9789722367486,,Os Cem Anos De Lenni E Margot,Marianne Cronin,Editorial Presença,17.9,14.35,19.832402234636866,Editorial Presença,A77
3651,2021-08-26,9789896688554,,Os Códigos Energéticos,Sue Morter,Nascente,21.98,13.19,39.9909008189263,20|20 Editora,C23
3652,2021-08-31,9789898950758,,Os Conselhos Do Dr Júlio - As vacinas,Mário Cordeiro,Glaciar Azul - Unipessoal Lda,4.43,3.55,19.864559819413092,Pingo Doce,D16
3653,2021-09-02,9789898950857,,Os Conselhos Do Dr Júlio - Os Vírus,Mário Cordeiro,Glaciar Azul - Unipessoal Lda,4.43,3.55,19.864559819413092,Pingo Doce,D16
3654,2021-09-08,9789722362399,,"Os Contos De Beedle, O Bardo - Ed. Ilust","Chris Riddell, J.K. Rowling",Editorial Presença,24.9,12.45,50.0,Editorial Presença,B58
3655,2021-08-29,9789898866356,,Os Dados Estão Lançados,Jean-Paul Sartre,Minotauro,12.9,7.74,40.0,Grupo Almedina,B68
3656,2021-09-10,9789896411534,,Os Demónios,Fiódor Dostoievski,Relógio D’água Editores,25.24,15.0,40.57052297939778,Relógio D’água Editores,A129
3657,2021-08-26,9789720031297,✅,Os Dez Espelhos De Benjamin Zarco,Richard Zimler,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
3658,2021-09-03,9789720031297,✅,Os Dez Espelhos De Benjamin Zarco,Richard Zimler,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
3659,2021-09-08,9789720031297,✅,Os Dez Espelhos De Benjamin Zarco,Richard Zimler,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
3660,2021-09-11,9789720031297,✅,Os Dez Espelhos De Benjamin Zarco,Richard Zimler,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
3661,2021-09-06,9789898975324,✅,Os Dias Da História,Paulo Jorge De Sousa Pinto,Manuscrito Editora,18.5,9.25,50.0,Editorial Presença,A83
3662,2021-09-01,9789899015098,,Os Dias Do Fim Da Estrada,Carlos Clara Gomes,Edições Esgotadas,13.0,10.5,19.230769230769234,Editora Edições Esgotadas,B43
3663,2021-09-09,9789897162152,,Os Direitos Do Homem Desnaturado,Grégor Puppinck,Principia,24.85,12.43,49.97987927565393,Principia | Lucerna,D47
3664,2021-08-29,9728883676,,Os Espaços Públicos Na Reconfiguração Física E Social Da Cidade,Jorge Manuel Gonçalves,Universidade Lusíada Editora,11.25,8.5,24.444444444444443,Universidade Lusíada Editora,C09
3665,2021-08-28,9789722364034,✅,Os Esquilos Que Não Sabiam Partilhar,"Rachel Bright, Jim Field",Editorial Presença,11.9,5.95,50.0,Editorial Presença,B54
3666,2021-09-06,508733138025,,Os Exploradores,Rita Antunes E Joana Alexandre,Ideias Com História,24.9,19.92,19.999999999999986,Ideias Com História,D05
3667,2021-08-28,9789898691491,,Os Extraterrestres Existem,Carlos Carvalho,Publicações Maitreya,20.0,12.0,40.0,Publicações Maitreya,D55
3668,2021-09-11,9789895479269,,Os Fantasmas,César Aira,Bazarov,13.0,10.4,20.0,Livros De Bordo,D35
3669,2021-08-29,9789725304815,✅,Os Filhos Da Droga,Christiane F.,Bizâncio,15.0,7.5,50.0,Bizâncio,D29
3670,2021-09-01,9789725304815,✅,Os Filhos Da Droga,Christiane F.,Bizâncio,15.0,7.5,50.0,Bizâncio,D29
3671,2021-09-05,9789725304815,✅,Os Filhos Da Droga,Christiane F.,Bizâncio,15.0,7.5,50.0,Bizâncio,D29
3672,2021-09-08,9789725304815,✅,Os Filhos Da Droga,Christiane F.,Bizâncio,15.0,7.5,50.0,Bizâncio,D29
3673,2021-09-12,9789725304815,✅,Os Filhos Da Droga,Christiane F.,Bizâncio,15.0,7.5,50.0,Bizâncio,D29
3674,2021-09-11,9789895314676,,Os Filhos Do Rei Pequenino E Da Grande Rainha,Taro Miura,The Poets And Dragons Society,11.0,8.8,19.999999999999993,The Poets And Dragon Society,B45
3675,2021-09-08,9789897162077,,Os Filósofos Deste Mundo,Robert L. Heilbroner,Principia,24.5,12.25,50.0,Principia | Lucerna,D47
3676,2021-09-05,9789725306093,,Os Fins Do Mundo,Peter Brannen,Bizâncio,19.5,9.5,51.28205128205128,Bizâncio,D31
3677,2021-08-26,9789728645434,,Os Girassóis,Rui Herbon,Parceria Am Pereira,14.9,8.94,40.0,Vasp Premium,A46
3678,2021-09-02,9789898999009,,Os Grandes Mistérios Da Iniciação,Freddy Silva,Alma Dos Livros,17.45,10.48,39.94269340974211,Alma Dos Livros,A34
3679,2021-09-07,9789896658601,,Os Herdeiros Da Terra,Ildefonso Falcones,Suma De Letras (Prh),14.5,8.7,40.0,Penguin Random House,A111
3680,2021-09-04,9789892098012,,Os Homens Têm Medo Das Mulheres Independentes,Luciano Óscar Pereira,Nimba Edições,12.99,10.39,20.015396458814468,Nimba Edições,C20
3681,2021-09-04,9789896419769,,Os Incuráveis,Agustina Bessa-Luís,Relógio D’água Editores,22.0,13.0,40.909090909090914,Relógio D’água Editores,A123
3682,2021-09-06,9789896412883,,Os Irmãos Karamázov,Fiódor Dostoievski,Relógio D’água Editores,36.5,21.0,42.465753424657535,Relógio D’água Editores,A129
3683,2021-08-27,9789722367332,,Os Irmaos Karamazov I- 1ª E 2ª Partes,Fiodor Dostoievski,Editorial Presença,17.9,8.95,50.0,Editorial Presença,A77
3684,2021-09-05,9789898809575,,Os Jesuítas Em Portugal Depois De Pombal,Francisco Malta Romeiras,Lucerna,17.85,8.93,49.971988795518214,Principia | Lucerna,D45
3685,2021-09-09,9789722366472,,Os Jogos Da Fome - Livro I,Suzanne Collins,Editorial Presença,16.9,8.45,50.0,Editorial Presença,A81
3686,2021-09-06,9789722364997,,Os Lápis Que Salvaram O Unicórnio,"Monica Sweeney, Feronia Parker Thomas",Editorial Presença,12.9,6.45,50.0,Editorial Presença,B54
3687,2021-09-01,9789722365000,,Os Leões Da Sicília,Stefania Auci,Editorial Presença,19.9,9.95,50.0,Editorial Presença,A79
3688,2021-09-02,9789896416133,✅,Os Livros Da Selva,Rudyard Kipling,Relógio D’água Editores,16.0,9.0,43.75,Relógio D’água Editores,A74
3689,2021-08-28,9789897110207,,Os Maias,Eça De Queiroz,Livros Do Brasil,11.1,5.55,50.0,Porto Editora,A47
3690,2021-08-31,9789897110207,,Os Maias,Eça De Queiroz,Livros Do Brasil,11.1,5.55,50.0,Porto Editora,A47
